pr_purchaserequisition,pr_itemnumber,pr_documenttype,pr_creationdate,pr_createdby_name,pr_approvalstatus,pr_approveddate,pr_processingstatus,pr_companycode,pr_companycodedesc,pr_plant,pr_plantdesc,pr_orderqty,pr_unitofmeasure,pr_closedindicator,pr_deletionindicator,pr_recordskipindicator,pr_lastchangedatetime,pr_silver_load_date,pr_silver_load_timestamp,purchaseorder,po_itemnumber,po_purchaserequisition,po_serialnumber,po_returnsitem,po_purchasingdoctype,po_purchasingdoctypedesc,po_purchasingdocdate,po_deletionindicator,po_purchasingorg,po_purchasingorgdesc,po_companycode,po_companycodedesc,po_purchasinggroup,po_purchasinggroupdesc,po_vendornumber,po_vendorname,po_vendoraccountgroup,po_vendoraccountgroupdesc,po_supplierclassification,po_countrykey,po_localorinternational,po_plant,po_plantdesc,po_storageloc,po_createdon,po_createdby_name,po_documentyear,po_accountassignmentcat,po_accountassignmentcatdesc,po_accntassignmentcatvaluedesc,po_version,po_processingstatuscode,po_processingstatus,po_postingdate,po_approvaldate,po_deliverydate,po_paymentdate,material,materialdesc,materialgroup,materialgroupdesc,materialtype,materialtypedesc,po_orderquantity,po_unitofmeasure,po_netamount,po_recordskipindicator,po_lastchangedatetime,po_silver_load_date,po_silver_load_timestamp,pr_to_po_ageing,pr_approval_ageing,po_approval_ageing,sla_breach_flag,pr_cycle_sla_breach_flag,po_cycle_sla_breach_flag,record_type,gold_load_date,gold_load_timestamp
2000134826,00220,null,null,Christian PAT,null,null,null,null,ABC logistics Limited,null,ABC logistics Limited - LAGOS,0,null,null,null,null,45295.35256,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000116058,00160,ZNPR,2023-06-11,Abel Khan,Approved,2023-06-19,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,100,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000116058,00250,ZNPR,2023-06-11,Abel Khan,Approved,2023-06-19,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,50,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000134826,00090,ZNPR,2023-10-02,Ada Abua,Approved,2023-10-14,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,300,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,9,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000134826,00090,null,null,Christian PAT,null,null,null,null,ABC logistics Limited,null,ABC logistics Limited - LAGOS,0,null,null,null,null,45295.35256,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000135217,00010,ZNPR,2023-10-04,Abel Khan,Approved,2023-10-08,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,4,TRP,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000126263,00130,ZNPR,2023-08-14,Abel Khan,Approved,2023-08-27,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,4,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000126263,00130,ZNPR,2023-08-14,Tobi Emmaunel,Approved,2023-08-27,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,4,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000114614,00170,ZNPR,2023-06-03,Abel Khan,Approved,2023-06-15,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,200,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000121608,00720,ZNPR,2023-07-16,Ada Abua,Approved,2023-07-22,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,150,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000121608,00970,ZNPR,2023-07-16,Abel Khan,Approved,2023-07-22,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,20,PAA,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000140418,00010,ZNPR,2023-10-31,Ada Abua,Rejected,2023-11-01,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,500,SHT,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,null,null,NO,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000121608,00610,ZNPR,2023-07-16,Ada Abua,Approved,2023-07-22,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,300,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000116058,00290,ZNPR,2023-06-11,Abel Khan,Approved,2023-06-19,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,50,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000116058,00190,ZNPR,2023-06-11,Abel Khan,Approved,2023-06-19,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,100,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000121608,00330,ZNPR,2023-07-16,Abel Khan,Approved,2023-07-22,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,20000,PAA,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000126263,00050,ZNPR,2023-08-14,Abel Khan,Approved,2023-08-27,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,2,SET,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000126263,00050,ZNPR,2023-08-14,Tobi Emmaunel,Approved,2023-08-27,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,2,SET,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000121608,00740,ZNPR,2023-07-16,Ada Abua,Approved,2023-07-22,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,150,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000121608,00630,ZNPR,2023-07-16,Ada Abua,Approved,2023-07-22,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,300,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000121608,00890,ZNPR,2023-07-16,Ada Abua,Approved,2023-07-22,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1,PAK,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000121608,00290,ZNPR,2023-07-16,Abel Khan,Approved,2023-07-22,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1500,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000134826,00080,ZNPR,2023-10-02,Ada Abua,Approved,2023-10-14,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,300,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,9,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000134826,00080,null,null,Christian PAT,null,null,null,null,ABC logistics Limited,null,ABC logistics Limited - LAGOS,0,null,null,null,null,45295.35256,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000114623,00050,ZNPR,2023-06-03,Abel Khan,Approved,2023-07-22,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,10,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000121608,00580,ZNPR,2023-07-16,Ada Abua,Approved,2023-07-22,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,200,SET,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000121608,00570,ZNPR,2023-07-16,Ada Abua,Approved,2023-07-22,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,150,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000121608,00800,ZNPR,2023-07-16,Ada Abua,Approved,2023-07-22,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,20,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
4000044797,00050,ZSPR,2023-10-18,Christian PAT,null,null,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1000,UNT,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000121608,00870,ZNPR,2023-07-16,Ada Abua,Approved,2023-07-22,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,50,PAA,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000136094,00010,ZNPR,2023-10-08,Abel Khan,Approved,2023-10-10,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,4,MON,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000116058,00110,ZNPR,2023-06-11,Abel Khan,Approved,2023-06-19,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1400,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000126263,00070,ZNPR,2023-08-14,Abel Khan,Approved,2023-08-27,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,16,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000126263,00070,ZNPR,2023-08-14,Tobi Emmaunel,Approved,2023-08-27,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,16,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
6000023753,00010,ZSEM,2023-10-12,Christian PAT,Approved,2023-10-22,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,4,TRP,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000121608,00880,ZNPR,2023-07-16,Ada Abua,Approved,2023-07-22,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,20,ROL,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000126351,00340,ZNPR,2023-08-14,Abel Khan,Approved,2023-08-15,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,10,PAK,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,null,null,NO,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000121608,01060,ZNPR,2023-07-16,Abel Khan,Approved,2023-07-22,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,25,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000116058,00200,ZNPR,2023-06-11,Abel Khan,Approved,2023-06-19,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,50,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
6000023744,00090,ZSEM,2023-10-10,Christian PAT,Approved,2023-12-25,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1000,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000121608,00020,ZNPR,2023-07-16,Ada Abua,Approved,2023-07-22,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,200,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000116058,00310,ZNPR,2023-06-11,Abel Khan,Approved,2023-06-19,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,500,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000137276,00170,ZNPR,2023-10-14,Abel Khan,Approved,2023-11-01,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,25,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,14,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000137276,00170,ZNPR,2023-10-14,Christian PAT,Approved,2023-11-01,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,25,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,14,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000126263,00010,ZNPR,2023-08-14,Abel Khan,Approved,2023-08-27,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,30,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000126263,00010,ZNPR,2023-08-14,Tobi Emmaunel,Approved,2023-08-27,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,30,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000137276,00190,ZNPR,2023-11-01,Ada Abua,Approved,2023-11-01,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,25,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,null,null,NO,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000121608,00150,ZNPR,2023-07-16,Ada Abua,Approved,2023-07-22,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,500,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
6000023744,00050,ZSEM,2023-10-10,Christian PAT,Approved,2023-12-25,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1000,UNT,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000121608,00910,ZNPR,2023-07-16,Ada Abua,Approved,2023-07-22,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,null,null,YES,null,PR_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
